unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year
142,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,4,NA,39,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,17,NA,246,NA,NA,NA,2.172,2.369,0.864,NA,NA,NA,NA,0.4133801523,native,NA,NA,30.42,NA,7,NA,NA,NA,NA,NA,0.801,NA,mana-ma:na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,mana-ma:na,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,301.866,449.086,133.7,239.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4133801523,Vowel discrimination (native),inphondb-native,early_language,0.3524542189949198,0.07266774609668585,0.3348315080451738,0.06558264085225897,0.17355278701498714,0.016574290426027642,0.1753274748691693,0.07142857142857142,0.6392812383346533,0.23906730223103154,subj_diff_two,246,17,sato2010 39,,8.082301484630074,2010
143,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,4,NA,40,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,16,NA,246,NA,NA,NA,1.7368,2.761,1.091,NA,NA,NA,NA,0.4095841911,native,NA,NA,30.42,NA,7,NA,NA,NA,NA,NA,0.707,NA,ma:na-mana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,ma:na-mana,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,449.086,301.866,239.2,133.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4095841911,Vowel discrimination (native),inphondb-native,early_language,0.3065292046751252,0.0767382309037114,0.2901079972818149,0.06873650848486139,0.15149561159124317,0.01789373212546662,0.15267082579752647,0.07692307692307693,0.5559824765589625,0.2524586604863605,subj_diff_two,246,16,sato2010 40,,8.082301484630074,2010
144,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,5,NA,41,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,24,NA,140,NA,NA,NA,2.97,2.574,2.255,NA,NA,NA,NA,0.7262613131,native,NA,NA,27.378,NA,11,NA,NA,NA,NA,NA,0.959,NA,mana-mina_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,mana-mina_,not_looked_up,1,0,2,0,0,0,0,631,1267,297,2320,310.213,299.18,117.783,108.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7262613131,Vowel discrimination (native),inphondb-native,early_language,0.345080408779825,0.025292400752576067,0.33331630393505823,0.023597313460403162,0.17002788972060148,0.0057904084849702215,0.17169538336133214,0.047619047619047616,0.6259066260545306,0.08320866326058018,subj_diff_two,140,24,sato2010 41,,4.599683771740692,2010
145,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,1,a_monolingual_4m,64,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",typical,NA,NA,12,NA,142,NA,NA,NA,6.90510922,6.30466494,NA,15.285,NA,NA,NA,NA,native,NA,NA,22,NA,2,NA,NA,NA,NA,NA,3.21,NA,dodi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,dodi-dudi_,not_looked_up,1,0,1,0,0,0,0,537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,Vowel discrimination (native),inphondb-native,early_language,0.48550247343139463,0.06748802715450009,0.44908978792404003,0.05774444323406914,0.23590014168190285,0.01420912206125945,0.24042817900203617,0.1111111111111111,0.8806040776440038,0.22202670994163073,subj_diff_two,142,12,sebastian2009 64,,4.6653935399084165,2009
146,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,1,a_monolingual_8m,65,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",typical,NA,NA,12,NA,268,NA,NA,NA,4.272391992,6.02753681,4.523,NA,NA,NA,NA,NA,native,NA,NA,41,NA,2,NA,NA,NA,NA,NA,5.391,NA,dodi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dodi-dudi_,not_looked_up,1,0,1,0,0,0,0,537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2854914849,Vowel discrimination (native),inphondb-native,early_language,1.0319283141544409,0.16345458774806776,0.9545336905928579,0.1398558316419405,0.45852721579729727,0.020128463930185834,0.4954448220488017,0.1111111111111111,1.8717109201486133,0.5377440395388587,subj_diff_two,268,12,sebastian2009 65,,8.80510893447504,2009
147,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,1,a_bilingual_4m,66,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,141.17,NA,NA,NA,459.5708143,5.311622477,NA,NA,NA,NA,NA,NA,native,NA,NA,17,NA,2,NA,NA,NA,NA,NA,2.755,NA,dodi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dodi-dudi_,not_looked_up,1,0,1,0,0,0,0,537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521,Vowel discrimination (native),inphondb-native,early_language,0.008477253210872174,0.07983632765925004,0.007841459220056761,0.06830995785344582,0.004238588530460638,0.01995800620153264,0.004238613913709139,0.1111111111111111,0.015376036484332433,0.26265099027751543,subj_diff_two,141.17,12,sebastian2009 66,,4.638123986118811,2009
148,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,1,a_bilingual_8m,67,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,261,NA,NA,NA,6.166100875,3.718135734,NA,NA,NA,NA,NA,NA,native,NA,NA,12.92,NA,2,NA,NA,NA,NA,NA,-0.934,NA,dodi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dodi-dudi_,not_looked_up,1,0,1,0,0,0,0,537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4136643196,Vowel discrimination (native),inphondb-native,early_language,-0.183445489747447,0.09912479038786169,-0.1696870780163885,0.08481364877561416,-0.0913393279013625,0.024166118643204216,-0.09159461783466472,0.1111111111111111,-0.3327333126755541,0.3261074891563666,subj_diff_two,261,12,sebastian2009 67,,8.575124745888006,2009
149,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,1,b_bilingual_12m,68,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,379.59,NA,NA,NA,6.581793069,5.773502692,3.107,NA,NA,NA,NA,NA,native,NA,NA,23,NA,8,NA,NA,NA,NA,NA,3.34,NA,dodi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dodi-dudi_,not_looked_up,1,0,1,0,0,0,0,537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,Vowel discrimination (native),inphondb-native,early_language,0.5395055814157449,0.09312776134911421,0.49904266280956405,0.07968244080433586,0.2604433848595799,0.01885834081120359,0.26658399644787695,0.1111111111111111,0.9785548805726901,0.306378054424939,subj_diff_two,379.59,12,sebastian2009 68,,12.47138544939321,2009
150,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,2,a_bilingual_8m_2speakers,69,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,243.36,NA,NA,NA,5.438,6.785,NA,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0.88,NA,dodi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dodi-dudi_,not_looked_up,1,0,1,0,0,0,0,496.5,1089.5,346,935.5,898.5,892.5,335.585,181.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,Vowel discrimination (native),inphondb-native,early_language,0.14312437287007926,0.09218685775456056,0.1323900449048233,0.07887738016624589,0.07137964702362529,0.022696233474717307,0.07150124669369522,0.1111111111111111,0.2595988965181709,0.3032826056723365,subj_diff_two,243.36,12,sebastian2009 69,,7.995564590648679,2009
151,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,2,b_bilingual_8m_1speaker,70,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,243.36,NA,NA,NA,4.865,4.257,NA,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1.131,NA,do-du_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,do-du_,not_looked_up,1,0,1,0,0,0,0,496.8333333,1095.611111,344.3333333,941.3888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6309368123,Vowel discrimination (native),inphondb-native,early_language,0.24742295729186262,0.0640612862747938,0.22886623549497292,0.05481243806887044,0.12277553516454873,0.015301946936873069,0.12339807463798258,0.1111111111111111,0.4487756026329305,0.21075318431905002,subj_diff_two,243.36,12,sebastian2009 70,,7.995564590648679,2009
152,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,3,monolingual_4m,71,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",typical,NA,NA,12,NA,121.68,NA,NA,NA,6.235382907,4.664990175,4.03,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.753,NA,dedi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dedi-dudi_,not_looked_up,1,2,1,0,1,0,0,452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855,Vowel discrimination (native),inphondb-native,early_language,1.0447734709250793,0.06964798356453492,0.9664154606056984,0.059592555937405194,0.46301713292654834,0.008442636289856044,0.5011449613303425,0.1111111111111111,1.895009457332686,0.22913268170517767,subj_diff_two,121.68,12,sebastian2009 71,,3.9977822953243396,2009
153,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,3,monolingual_8m,72,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",typical,NA,NA,12,NA,243.36,NA,NA,NA,5.70422066,6.073724832,2.965,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.313,NA,dedi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dedi-dudi_,not_looked_up,1,2,1,0,1,0,0,452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5708368185,Vowel discrimination (native),inphondb-native,early_language,0.901751040865854,0.10540865273761046,0.834119712800915,0.09019027849861797,0.41102830601013896,0.015125394770404884,0.4368479439269288,0.1111111111111111,1.6355954646200301,0.34678056765734006,subj_diff_two,243.36,12,sebastian2009 72,,7.995564590648679,2009
154,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,3,bilingual_4m,73,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,121.68,NA,NA,NA,5.196152423,5.380904509,2.768,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.932,NA,dedi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dedi-dudi_,not_looked_up,1,2,1,0,1,0,0,452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707,Vowel discrimination (native),inphondb-native,early_language,0.9324423259570351,0.08506036213484025,0.8625091515102575,0.0727797723516227,0.42255386845216114,0.01178712333288724,0.4507969374012321,0.1111111111111111,1.6912632980059457,0.2798373748280913,subj_diff_two,121.68,12,sebastian2009 73,,3.9977822953243396,2009
155,sebastian2009,"Sebastián-Gallés, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874–887.",Sebastián-Gallés & Bosch (2009),yes,Alex Cristia,3,bilingual_8m,74,eye-tracking,familiarization,head-turn preference procedure,looking_time,within_two,"Catalan, Peninsular Spanish",bilingual,NA,NA,12,NA,243.36,NA,NA,NA,3.833605787,5.773502692,3.568,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,NA,dedi-dudi_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,dedi-dudi_,not_looked_up,1,2,1,0,1,0,0,452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,Vowel discrimination (native),inphondb-native,early_language,0.8407299586161591,0.151617785971447,0.7776752117199471,0.12972796812181936,0.3875184743361184,0.02326405751166356,0.40887669029310675,0.1111111111111111,1.5249154644306497,0.4988025225690726,subj_diff_two,243.36,12,sebastian2009 74,,7.995564590648679,2009
156,sundara2011,"Sundara, M., & Scutellaro, A. (2011). Rhythmic distance between languages affects the development of speech perception in bilingual infants. Journal of Phonetics 39(4), 505-513",Sundara & Scutellaro (2011),yes,Megha Sundara,1,NA,182,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,20,NA,128,NA,NA,NA,3.81,5.04,NA,NA,NA,NA,NA,0.452,native,NA,NA,30,NA,9,NA,NA,NA,NA,NA,1.92,NA,hed-hEd_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,hed–hεd,AEnglish,1,0,1,0,0,1,1,541,2457,720,1996,NA,NA,314,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,Vowel discrimination (native),inphondb-native,early_language,0.429767402546715,0.059417500507293754,0.4118604274406019,0.054569197514511114,0.21008802870813387,0.012973028372792676,0.21326343821753443,0.058823529411764705,0.7795118415078229,0.19547574150283853,subj_diff_two,128,20,sundara2011 182,,4.205425162734348,2011
157,sundara2011,"Sundara, M., & Scutellaro, A. (2011). Rhythmic distance between languages affects the development of speech perception in bilingual infants. Journal of Phonetics 39(4), 505-513",Sundara & Scutellaro (2011),yes,Megha Sundara,1,NA,183,eye-tracking,habituation,central fixation,looking_time,within_two,"American English, Spanish",bilingual,NA,NA,20,NA,126,NA,NA,NA,3.65,4.42,NA,NA,NA,NA,NA,0.364,native,NA,NA,33,NA,9,NA,NA,NA,NA,NA,1.36,NA,hed-hEd_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,hed–hεd,AEnglish,1,0,1,0,0,1,1,541,2457,720,1996,NA,NA,314,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,Vowel discrimination (native),inphondb-native,early_language,0.33552693980205167,0.06641445818332324,0.32154665064363286,0.06099522288017014,0.16545134598390782,0.01527707001694781,0.16698633390987117,0.058823529411764705,0.6085785500964139,0.21849480959403075,subj_diff_two,126,20,sundara2011 183,,4.139715394566624,2011
158,sundara2011,"Sundara, M., & Scutellaro, A. (2011). Rhythmic distance between languages affects the development of speech perception in bilingual infants. Journal of Phonetics 39(4), 505-513",Sundara & Scutellaro (2011),yes,Megha Sundara,1,NA,184,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,20,NA,238,NA,NA,NA,1.08,3.69,NA,NA,NA,NA,NA,0.421,native,NA,NA,34,NA,10,NA,NA,NA,NA,NA,2.885,NA,hed-hEd_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,hed–hεd,AEnglish,1,0,1,0,0,1,1,541,2457,720,1996,NA,NA,314,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421,Vowel discrimination (native),inphondb-native,early_language,1.0611746616079252,0.08605229156096736,1.016959050707595,0.07903066360373566,0.46869863379478904,0.010221704443640227,0.5084012998267375,0.058823529411764705,1.924757926565916,0.2831006918379827,subj_diff_two,238,20,sundara2011 184,,7.819462411959178,2011
